team,lineup,minutes,goals_for,goals_against,stints,net_goals,net_per_min,gf_per_min,ga_per_min
Canada,"('Canada_p2', 'Canada_p5', 'Canada_p6', 'Canada_p9')",46.010969799,102,62,16,40,0.8693578982303771,2.2168626404874616,1.3475047422570845
Canada,"('Canada_p1', 'Canada_p11', 'Canada_p12', 'Canada_p9')",25.341173037,50,30,8,20,0.7892294476975675,1.9730736192439187,1.1838441715463512
Canada,"('Canada_p1', 'Canada_p10', 'Canada_p11', 'Canada_p3')",20.572303839,34,18,9,16,0.7777446865074954,1.6527074588284278,0.8749627723209323
Canada,"('Canada_p2', 'Canada_p3', 'Canada_p5', 'Canada_p9')",41.888571821,83,52,12,31,0.7400586520941916,1.9814473588328358,1.2413887067386442
Chile,"('Chile_p1', 'Chile_p12', 'Chile_p2', 'Chile_p6')",33.460220907,81,45,15,36,1.075904432910324,2.420784974048229,1.344880541137905
Chile,"('Chile_p3', 'Chile_p4', 'Chile_p5', 'Chile_p8')",22.697274469,50,29,9,21,0.9252212211066072,2.202907669301446,1.2776864481948385
Chile,"('Chile_p12', 'Chile_p2', 'Chile_p4', 'Chile_p9')",27.517900731,61,38,8,23,0.8358195715885257,2.216738863778264,1.3809192921897382
Chile,"('Chile_p1', 'Chile_p12', 'Chile_p5', 'Chile_p6')",25.626388383000002,61,41,7,20,0.7804455197154341,2.380358835132074,1.59991331541664
Chile,"('Chile_p12', 'Chile_p2', 'Chile_p3', 'Chile_p5')",24.244713283,51,35,11,16,0.6599376867541239,2.10355137652877,1.4436136897746459
Chile,"('Chile_p12', 'Chile_p2', 'Chile_p3', 'Chile_p6')",34.935686516000004,68,47,12,21,0.6011045465038257,1.9464337696314356,1.34532922312761
Chile,"('Chile_p11', 'Chile_p12', 'Chile_p4', 'Chile_p6')",35.579468937,65,46,12,19,0.5340158402488524,1.8268962955881793,1.292880455339327
Chile,"('Chile_p3', 'Chile_p5', 'Chile_p6', 'Chile_p8')",28.273826168,57,43,12,14,0.4951576032480897,2.0159988132243654,1.5208412099762756
Chile,"('Chile_p12', 'Chile_p4', 'Chile_p6', 'Chile_p9')",31.278346397,57,44,11,13,0.41562299473884173,1.8223469769318446,1.4067239821930027
Chile,"('Chile_p1', 'Chile_p3', 'Chile_p4', 'Chile_p5')",24.637282548,46,37,8,9,0.36530002781214194,1.8670890310398367,1.5017890032276946
Columbia,"('Columbia_p12', 'Columbia_p3', 'Columbia_p4', 'Columbia_p5')",25.761429522,54,27,8,27,1.0480784840353006,2.096156968070601,1.0480784840353006
Columbia,"('Columbia_p11', 'Columbia_p12', 'Columbia_p2', 'Columbia_p7')",21.281172349000002,49,27,7,22,1.033777634014311,2.302504730304602,1.2687270962902908
Columbia,"('Columbia_p1', 'Columbia_p12', 'Columbia_p2', 'Columbia_p9')",27.527962901,46,22,9,24,0.8718407564814089,1.6710281165893672,0.7991873601079582
Columbia,"('Columbia_p1', 'Columbia_p2', 'Columbia_p3', 'Columbia_p8')",23.609085045,48,28,9,20,0.8471315157651845,2.033115637836443,1.1859841220712584
Columbia,"('Columbia_p1', 'Columbia_p3', 'Columbia_p5', 'Columbia_p7')",24.547523315,41,22,9,19,0.7740088381295016,1.6702295980689243,0.8962207599394229
Columbia,"('Columbia_p10', 'Columbia_p3', 'Columbia_p4', 'Columbia_p9')",28.686170404,50,30,11,20,0.6972000695223926,1.7430001738059815,1.045800104283589
Columbia,"('Columbia_p2', 'Columbia_p4', 'Columbia_p6', 'Columbia_p7')",20.816013819,38,24,8,14,0.6725591230738605,1.825517619771907,1.1529584966980464
Columbia,"('Columbia_p11', 'Columbia_p3', 'Columbia_p5', 'Columbia_p8')",26.13240573,52,35,6,17,0.6505332947775261,1.9898665487312561,1.3393332539537302
Columbia,"('Columbia_p10', 'Columbia_p2', 'Columbia_p3', 'Columbia_p7')",26.154836674,49,32,8,17,0.6499753835931754,1.8734584585920937,1.2234830749989183
Columbia,"('Columbia_p11', 'Columbia_p3', 'Columbia_p8', 'Columbia_p9')",24.387869709,29,14,11,15,0.615059871115535,1.1891157508233676,0.5740558797078327
Denmark,"('Denmark_p1', 'Denmark_p2', 'Denmark_p5', 'Denmark_p6')",39.686698762999995,96,53,14,43,1.0834864410563925,2.418946473056132,1.3354600319997396
Denmark,"('Denmark_p1', 'Denmark_p10', 'Denmark_p12', 'Denmark_p4')",25.4228281,57,31,9,26,1.0227028990531546,2.242079432539608,1.2193765334864535
Denmark,"('Denmark_p1', 'Denmark_p2', 'Denmark_p7', 'Denmark_p8')",24.861017394,44,20,10,24,0.965366767564074,1.769839073867469,0.8044723063033951
Denmark,"('Denmark_p1', 'Denmark_p3', 'Denmark_p4', 'Denmark_p9')",26.069186314,58,37,9,21,0.8055487327858146,2.224848881027488,1.4193001482416734
Denmark,"('Denmark_p10', 'Denmark_p3', 'Denmark_p6', 'Denmark_p9')",22.628779922,46,29,9,17,0.751255704399351,2.0328095530805967,1.2815538486812457
Denmark,"('Denmark_p11', 'Denmark_p12', 'Denmark_p2', 'Denmark_p6')",28.138606537999998,57,36,10,21,0.7463056129535195,2.0256866637309816,1.2793810507774621
Denmark,"('Denmark_p1', 'Denmark_p10', 'Denmark_p2', 'Denmark_p4')",37.834702981,87,61,12,26,0.6871997914997984,2.2994762254031715,1.612276433903373
Denmark,"('Denmark_p10', 'Denmark_p2', 'Denmark_p4', 'Denmark_p9')",24.063402538,47,32,7,15,0.6233532425978653,1.9531734934733112,1.329820250875446
Denmark,"('Denmark_p2', 'Denmark_p3', 'Denmark_p6', 'Denmark_p9')",20.055877043,35,23,4,12,0.5983283590277244,1.7451243804975296,1.1467960214698052
Denmark,"('Denmark_p1', 'Denmark_p12', 'Denmark_p3', 'Denmark_p4')",20.346717919,39,27,8,12,0.5897757096634373,1.916771056406171,1.3269953467427338
France,"('France_p10', 'France_p3', 'France_p4', 'France_p9')",21.436350732,54,16,6,38,1.772689786385792,2.519085485916652,0.7463956995308598
France,"('France_p11', 'France_p3', 'France_p6', 'France_p9')",22.751803981000002,50,17,9,33,1.450434437091593,2.197627934987262,0.747193497895669
France,"('France_p1', 'France_p10', 'France_p3', 'France_p5')",30.321060794,71,32,9,39,1.2862346823867523,2.3416067294733183,1.055372047086566
France,"('France_p2', 'France_p3', 'France_p5', 'France_p8')",23.246711294999997,56,28,8,28,1.2044714473665081,2.4089428947330163,1.2044714473665081
France,"('France_p1', 'France_p10', 'France_p3', 'France_p9')",27.640617394,59,26,11,33,1.1938951843804824,2.134539875104499,0.9406446907240165
France,"('France_p1', 'France_p11', 'France_p3', 'France_p7')",27.073743684,62,33,10,29,1.0711485023454062,2.2900416257039717,1.2188931233585656
France,"('France_p10', 'France_p11', 'France_p3', 'France_p7')",20.907548501,43,21,10,22,1.0522515348438746,2.056673454467573,1.0044219196236985
France,"('France_p1', 'France_p5', 'France_p8', 'France_p9')",20.126520581,42,22,6,20,0.9937137380258643,2.086798849854315,1.0930851118284506
France,"('France_p11', 'France_p12', 'France_p5', 'France_p8')",25.431727601,58,33,8,25,0.9830240553149435,2.280615808330669,1.2975917530157255
France,"('France_p11', 'France_p3', 'France_p7', 'France_p9')",25.77286023,58,33,9,25,0.9700126325482347,2.2504293075119044,1.2804166749636698
Great.Britain,"('Great.Britain_p10', 'Great.Britain_p11', 'Great.Britain_p4', 'Great.Britain_p7')",29.102931403,78,29,10,49,1.6836791909886082,2.6801423856553357,0.9964631946667273
Great.Britain,"('Great.Britain_p12', 'Great.Britain_p2', 'Great.Britain_p3', 'Great.Britain_p4')",27.392676761,61,28,8,33,1.2047015444282305,2.226872551821881,1.02217100739365
Great.Britain,"('Great.Britain_p10', 'Great.Britain_p11', 'Great.Britain_p2', 'Great.Britain_p5')",34.215744941,69,37,12,32,0.9352419494352462,2.0166154534697496,1.0813735040345034
Great.Britain,"('Great.Britain_p1', 'Great.Britain_p11', 'Great.Britain_p3', 'Great.Britain_p5')",25.760704599,51,27,8,24,0.9316515356855437,1.9797595133317805,1.0481079776462368
Great.Britain,"('Great.Britain_p11', 'Great.Britain_p12', 'Great.Britain_p2', 'Great.Britain_p3')",25.78531418,54,30,8,24,0.9307623646724944,2.094215320513112,1.163452955840618
Great.Britain,"('Great.Britain_p11', 'Great.Britain_p3', 'Great.Britain_p4', 'Great.Britain_p9')",29.85162699,53,26,10,27,0.9044733142700977,1.7754476169005622,0.8709743026304645
Great.Britain,"('Great.Britain_p11', 'Great.Britain_p12', 'Great.Britain_p7', 'Great.Britain_p8')",29.160895097,58,32,11,26,0.8916050043564957,1.9889650097183367,1.0973600053618409
Great.Britain,"('Great.Britain_p1', 'Great.Britain_p10', 'Great.Britain_p3', 'Great.Britain_p4')",23.505102727,50,31,8,19,0.8083351185772505,2.1271976804664487,1.3188625618891983
Great.Britain,"('Great.Britain_p10', 'Great.Britain_p11', 'Great.Britain_p3', 'Great.Britain_p8')",29.183968059999998,61,40,9,21,0.7195731559473205,2.090188691085074,1.3706155351377534
Great.Britain,"('Great.Britain_p10', 'Great.Britain_p3', 'Great.Britain_p6', 'Great.Britain_p9')",27.863890504,42,22,8,20,0.7177748562114433,1.5073271980440308,0.7895523418325876
Japan,"('Japan_p1', 'Japan_p12', 'Japan_p7', 'Japan_p8')",26.392938112,71,16,11,55,2.083890765272295,2.690113533351508,0.606222768079213
Japan,"('Japan_p10', 'Japan_p11', 'Japan_p12', 'Japan_p4')",23.976518286,62,19,7,43,1.7934213586427141,2.585863354322053,0.7924419956793388
Japan,"('Japan_p1', 'Japan_p10', 'Japan_p12', 'Japan_p7')",32.883966133,78,25,9,53,1.6117277272954305,2.3719766552649735,0.7602489279695427
Japan,"('Japan_p10', 'Japan_p12', 'Japan_p7', 'Japan_p8')",38.257914068000005,91,34,15,57,1.4898878150723958,2.3785928275717194,0.8887050124993238
Japan,"('Japan_p1', 'Japan_p10', 'Japan_p11', 'Japan_p7')",30.640651947000002,64,20,9,44,1.436000776879945,2.0887284027344655,0.6527276258545204
Japan,"('Japan_p10', 'Japan_p12', 'Japan_p4', 'Japan_p9')",41.104389411,98,41,14,57,1.3867132152252857,2.384173598106632,0.9974603828813459
Japan,"('Japan_p1', 'Japan_p11', 'Japan_p7', 'Japan_p8')",20.232285069,40,12,5,28,1.3839267242681217,1.9770381775258883,0.5931114532577665
Japan,"('Japan_p1', 'Japan_p2', 'Japan_p7', 'Japan_p8')",21.391229806,47,21,11,26,1.215451389929311,2.197162127949139,0.981710738019828
Japan,"('Japan_p1', 'Japan_p12', 'Japan_p2', 'Japan_p8')",41.453482019,94,45,12,49,1.182047866993202,2.2676020305583875,1.0855541635651855
Japan,"('Japan_p1', 'Japan_p10', 'Japan_p6', 'Japan_p8')",30.637040165,72,37,10,35,1.142408007154173,2.3500964718600126,1.20768846470584
Poland,"('Poland_p11', 'Poland_p3', 'Poland_p4', 'Poland_p9')",22.214367231,60,26,8,34,1.5305410073780192,2.700954718902387,1.1704137115243676
Poland,"('Poland_p1', 'Poland_p11', 'Poland_p3', 'Poland_p4')",21.77666185,42,13,7,29,1.3317008915211677,1.928670256685829,0.5969693651646614
Poland,"('Poland_p11', 'Poland_p12', 'Poland_p3', 'Poland_p8')",21.003983191,45,22,8,23,1.095030394513707,2.142450771874644,1.0474203773609372
Poland,"('Poland_p1', 'Poland_p10', 'Poland_p6', 'Poland_p9')",23.621872785,48,23,10,25,1.0583411496431019,2.0320150073147554,0.9736738576716537
Poland,"('Poland_p2', 'Poland_p4', 'Poland_p6', 'Poland_p9')",20.41123702,48,28,7,20,0.9798524205271317,2.3516458092651162,1.3717933887379843
Poland,"('Poland_p1', 'Poland_p3', 'Poland_p4', 'Poland_p8')",29.026364052999998,61,33,9,28,0.964640281809808,2.101537756799939,1.1368974749901308
Poland,"('Poland_p11', 'Poland_p12', 'Poland_p4', 'Poland_p5')",29.448960605,68,44,9,24,0.8149693404094253,2.309079797826705,1.4941104574172797
Poland,"('Poland_p4', 'Poland_p5', 'Poland_p6', 'Poland_p9')",23.53566894,45,26,11,19,0.8072853186555742,1.9119915441842545,1.1047062255286804
Poland,"('Poland_p1', 'Poland_p10', 'Poland_p12', 'Poland_p3')",39.649962725,75,44,15,31,0.7818418447201705,1.8915528501294447,1.1097110054092743
Poland,"('Poland_p10', 'Poland_p3', 'Poland_p4', 'Poland_p7')",25.735841882,50,31,8,19,0.7382700005352792,1.9428157908823136,1.2045457903470345
Sweden,"('Sweden_p10', 'Sweden_p11', 'Sweden_p6', 'Sweden_p7')",29.460138077,54,43,11,11,0.3733858942293239,1.8329852989439537,1.45959940471463
Sweden,"('Sweden_p10', 'Sweden_p11', 'Sweden_p3', 'Sweden_p7')",41.856361472,72,63,14,9,0.21502107883936805,1.7201686307149444,1.5051475518755764
Sweden,"('Sweden_p2', 'Sweden_p3', 'Sweden_p6', 'Sweden_p7')",36.998065294999996,57,51,13,6,0.16217064195545527,1.5406210985768252,1.3784504566213698
Sweden,"('Sweden_p2', 'Sweden_p3', 'Sweden_p4', 'Sweden_p5')",28.335581014,51,47,11,4,0.14116527196049683,1.7998572174963343,1.6586919455358375
Sweden,"('Sweden_p10', 'Sweden_p12', 'Sweden_p2', 'Sweden_p7')",39.878844186,62,57,14,5,0.125379762178647,1.5547090510152228,1.4293292888365758
Sweden,"('Sweden_p10', 'Sweden_p11', 'Sweden_p12', 'Sweden_p5')",28.427796955,48,46,12,2,0.07035367542430092,1.688488210183222,1.618134534758921
Sweden,"('Sweden_p1', 'Sweden_p10', 'Sweden_p12', 'Sweden_p7')",28.054631831000002,53,52,8,1,0.03564473795357432,1.889171111539439,1.8535263735858647
Sweden,"('Sweden_p1', 'Sweden_p10', 'Sweden_p5', 'Sweden_p8')",34.875482948,49,48,14,1,0.0286734380565,1.4049984647685,1.376325026712
Sweden,"('Sweden_p12', 'Sweden_p2', 'Sweden_p6', 'Sweden_p7')",27.393769828,42,42,11,0,0.0,1.5331953310445987,1.5331953310445987
Sweden,"('Sweden_p10', 'Sweden_p11', 'Sweden_p12', 'Sweden_p7')",51.783493451,89,91,16,-2,-0.038622345977729275,1.7186943960089527,1.757316741986682
USA,"('USA_p12', 'USA_p7', 'USA_p8', 'USA_p9')",27.370632122,73,23,9,50,1.8267754934242435,2.6670922203993954,0.840316726975152
USA,"('USA_p12', 'USA_p5', 'USA_p6', 'USA_p8')",37.835875466,91,33,11,58,1.5329366450663962,2.4051247362248627,0.8721880911584667
USA,"('USA_p11', 'USA_p5', 'USA_p6', 'USA_p7')",25.429164267,65,28,11,37,1.4550222575743763,2.5561201822252557,1.1010979246508794
USA,"('USA_p1', 'USA_p6', 'USA_p7', 'USA_p8')",34.555567566,81,33,12,48,1.3890670413189299,2.344050632225694,0.9549835909067643
USA,"('USA_p1', 'USA_p10', 'USA_p7', 'USA_p8')",26.377180923,65,31,10,34,1.288992940498549,2.464251209776638,1.1752582692780886
USA,"('USA_p3', 'USA_p4', 'USA_p8', 'USA_p9')",22.393849914,54,27,8,27,1.2056881734801823,2.4113763469603646,1.2056881734801823
USA,"('USA_p1', 'USA_p12', 'USA_p6', 'USA_p7')",51.129903651,106,47,17,59,1.1539235513276012,2.0731507871309445,0.9192272358033433
USA,"('USA_p1', 'USA_p10', 'USA_p12', 'USA_p9')",20.895196664,50,26,10,24,1.1485893330379233,2.392894443829007,1.2443051107910836
USA,"('USA_p11', 'USA_p6', 'USA_p7', 'USA_p8')",23.618698165,47,20,8,27,1.143162074868744,1.9899487969937397,0.8467867221249956
USA,"('USA_p11', 'USA_p6', 'USA_p8', 'USA_p9')",23.808505502,47,20,9,27,1.134048502025123,1.9740844294511402,0.8400359274260171
