side,team,avg_rating,goals_per_min,minutes,avg_rating_bin
home,Japan,2.0,5.42129089291144,2.582410772,1.5-2.0
home,Japan,1.875,2.3650910806331154,2.536900185,1.5-2.0
home,Japan,2.0,2.279562246543547,1.31604215,1.5-2.0
home,Japan,1.875,1.648113719229573,3.033771239,1.5-2.0
home,Japan,1.875,1.3492839229122873,1.482267717,1.5-2.0
home,Japan,2.0,0.8607484936646901,4.647118211,1.5-2.0
home,Japan,1.875,2.856441227035882,1.750429854,1.5-2.0
home,Japan,1.875,0.4385009232213785,2.280496909,1.5-2.0
home,Japan,1.875,1.5686709456119758,1.274964648,1.5-2.0
home,Japan,2.0,1.0861205221805064,2.762124404,1.5-2.0
home,Japan,1.875,1.547784813161416,1.292169288,1.5-2.0
home,Japan,2.0,0.8175538618239513,1.223161001,1.5-2.0
home,Japan,1.875,0.0,1.485101919,1.5-2.0
home,Japan,1.875,0.7990482510711947,3.754466637,1.5-2.0
home,Japan,2.0,1.9165865175539867,4.174087591,1.5-2.0
home,Japan,1.875,1.0801178257763473,2.777474761,1.5-2.0
home,Japan,1.875,2.246219456542387,1.335577426,1.5-2.0
home,Japan,2.0,0.9722090953064854,2.057170633,1.5-2.0
home,Japan,1.875,1.3065331692534976,3.826921595,1.5-2.0
home,Japan,1.875,3.044297312957725,1.970898169,1.5-2.0
home,Japan,1.875,0.7925169641604562,1.261802643,1.5-2.0
home,Japan,2.0,2.8529863759351635,2.804079286,1.5-2.0
home,Japan,1.875,0.8968648653870827,4.459980711,1.5-2.0
home,Japan,1.75,3.587119799244401,0.836325567,1.5-2.0
home,Japan,2.0,0.0,0.306318542,1.5-2.0
home,Japan,1.875,1.5182438117086048,4.610590174,1.5-2.0
home,Japan,1.875,1.7339416801443015,1.730161997,1.5-2.0
home,Japan,1.75,2.4585589936559455,0.813484649,1.5-2.0
home,Japan,1.75,0.9322909212029616,1.072626556,1.5-2.0
home,Japan,1.75,1.7887023549780257,3.913451548,1.5-2.0
home,Japan,1.875,1.620691281969231,2.468082629,1.5-2.0
home,Japan,1.75,0.983557621354413,4.066869,1.5-2.0
home,Japan,1.75,2.8679415091130016,4.532867898,1.5-2.0
home,Japan,2.0,0.0,2.951854239,1.5-2.0
home,Japan,1.875,0.0,0.237386489,1.5-2.0
home,Japan,2.0,2.8718272446679425,3.133893244,1.5-2.0
home,Japan,2.0,0.8825817467303588,2.266079043,1.5-2.0
home,Japan,1.875,1.749172889605767,1.143397552,1.5-2.0
home,Japan,1.875,2.05909098595116,5.342163156,1.5-2.0
home,Japan,1.75,0.4834031326851067,2.068666776,1.5-2.0
home,Japan,2.0,1.449542758841328,2.759490864,1.5-2.0
home,Japan,2.0,2.481736966685471,3.223548711,1.5-2.0
home,Japan,1.875,1.5383245607176823,2.600231513,1.5-2.0
home,Japan,1.75,2.228183291986648,4.039165015,1.5-2.0
home,Japan,1.875,1.4973297082412111,5.342844636,1.5-2.0
home,Japan,1.75,0.0,0.08051949,1.5-2.0
home,Japan,2.0,1.4511166869116974,5.512995662,1.5-2.0
home,Japan,1.75,0.9430971534031786,2.12067229,1.5-2.0
home,Japan,2.0,2.3427129475532613,3.414844319,1.5-2.0
home,Japan,1.75,3.4214527812863063,0.584547012,1.5-2.0
home,Japan,1.75,1.9043871721500836,2.62551653,1.5-2.0
home,Japan,2.0,0.6697821921715025,4.479068024,1.5-2.0
home,Japan,1.875,1.9479574654741088,2.053432927,1.5-2.0
home,Japan,2.0,1.8046262678957894,5.541313555,1.5-2.0
home,Japan,2.0,1.221989551677726,3.27335041,1.5-2.0
home,Japan,2.0,1.688573175636779,1.776647908,1.5-2.0
home,Japan,1.875,1.6191411918385619,0.617611364,1.5-2.0
home,Japan,1.875,1.4883965128794698,4.03118386,1.5-2.0
home,Japan,2.0,1.6546132106706346,3.626225127,1.5-2.0
home,Japan,2.0,0.0,0.886889648,1.5-2.0
home,Japan,2.0,2.9040070874035373,1.03305533,1.5-2.0
home,Japan,1.75,0.65124152340492,3.071057247,1.5-2.0
home,Japan,2.0,2.736579341651352,5.846715188,1.5-2.0
home,Japan,1.75,1.5807674927561943,4.428228713,1.5-2.0
home,Japan,1.875,2.518956125840418,3.572908598,1.5-2.0
home,Japan,1.875,1.8561353413111874,2.693769085,1.5-2.0
home,Japan,2.0,1.0676281192168777,2.809967203,1.5-2.0
home,Japan,2.0,2.9996090465003076,3.667144561,1.5-2.0
home,Japan,1.75,2.081733645352639,1.441106554,1.5-2.0
home,Japan,2.0,2.3766850010914213,7.152819996,1.5-2.0
home,Japan,1.875,1.7614227809373868,1.703168616,1.5-2.0
home,Japan,1.75,1.377806123883257,2.177374558,1.5-2.0
home,Japan,2.0,0.0,1.511742036,1.5-2.0
home,Japan,2.0,1.3217705328828668,2.269682918,1.5-2.0
home,Japan,1.75,0.8506941301848391,3.526531915,1.5-2.0
home,Japan,2.0,1.2106925249905995,2.477920643,1.5-2.0
home,Japan,1.875,2.6104452041020396,3.830764187,1.5-2.0
home,Japan,1.75,0.7825860247474956,1.277814794,1.5-2.0
home,Japan,1.75,0.0,0.963929222,1.5-2.0
home,Japan,2.0,3.2118851261062225,2.490749104,1.5-2.0
home,Japan,1.75,1.2452841156695313,3.212118383,1.5-2.0
home,Japan,2.0,2.440484748255936,2.868282625,1.5-2.0
home,Japan,1.75,2.419900776130904,1.652960336,1.5-2.0
home,Japan,1.875,0.5826080620836379,1.716419777,1.5-2.0
home,Japan,1.75,1.0241756734284198,1.952789987,1.5-2.0
home,Japan,1.875,0.5371484855995486,1.86168262,1.5-2.0
home,Japan,1.75,1.1274445388842411,3.547846357,1.5-2.0
home,Japan,2.0,2.6977844642026003,2.224047206,1.5-2.0
home,Japan,1.75,0.0,0.714498044,1.5-2.0
home,Japan,1.875,4.662352632183164,0.643451973,1.5-2.0
home,Japan,1.875,0.6346068727920515,1.575778711,1.5-2.0
home,Japan,1.875,1.2395468103318938,1.613492918,1.5-2.0
home,Japan,1.75,2.014792904560511,4.466960341,1.5-2.0
home,Japan,2.0,0.6854377834025625,1.458921618,1.5-2.0
home,Japan,1.75,3.0749237951116877,2.926901803,1.5-2.0
home,Japan,2.0,1.6515209653594012,3.027512278,1.5-2.0
home,Japan,1.875,2.7028863455671384,1.109924583,1.5-2.0
home,Japan,1.875,1.5991625390475814,1.250654609,1.5-2.0
home,Japan,1.875,1.1493950203944994,2.610068729,1.5-2.0
home,Japan,1.75,3.5563457629392956,1.124750029,1.5-2.0
home,Japan,2.0,4.904234121205628,0.61171631,1.5-2.0
home,Japan,2.0,1.7454006349275941,6.302277987,1.5-2.0
home,Japan,1.75,0.0,1.1627401,1.5-2.0
home,Japan,1.875,1.8450443645474714,2.709961937,1.5-2.0
home,Japan,2.0,3.0006964547884216,6.998375316,1.5-2.0
home,Japan,1.875,3.233082648633938,2.165116318,1.5-2.0
home,Great.Britain,2.0,1.5196117309968271,1.316125665,1.5-2.0
home,Great.Britain,1.875,0.0,1.61162109,1.5-2.0
home,Great.Britain,1.75,1.8917699995266413,4.757449374,1.5-2.0
home,Great.Britain,2.0,2.1624552096761356,4.624373238,1.5-2.0
home,Great.Britain,2.0,1.244249606605913,2.411091781,1.5-2.0
home,Great.Britain,2.0,0.6502419067980821,1.537889191,1.5-2.0
home,Great.Britain,1.875,1.84726505565932,3.248044985,1.5-2.0
home,Great.Britain,1.875,1.5035275545473292,1.330205086,1.5-2.0
home,Great.Britain,1.875,0.3477401721529103,2.875710315,1.5-2.0
home,Great.Britain,2.0,4.157135530276324,1.683851765,1.5-2.0
home,Great.Britain,1.875,0.8881783805273643,2.251799913,1.5-2.0
home,Great.Britain,1.75,0.5117157971399948,1.95420975,1.5-2.0
home,Great.Britain,2.0,0.8341578121343208,2.397627848,1.5-2.0
home,Great.Britain,2.0,1.714114628014945,1.166783112,1.5-2.0
home,Great.Britain,2.0,1.9800550519854245,0.505036463,1.5-2.0
home,Great.Britain,1.75,3.0235468427301275,2.645899143,1.5-2.0
home,Great.Britain,2.0,2.4175720845681177,2.895466921,1.5-2.0
home,Great.Britain,1.875,1.5682160021453226,7.652007111,1.5-2.0
home,Great.Britain,1.75,1.7747527125679845,1.690376343,1.5-2.0
home,Great.Britain,1.75,1.9477673672241484,4.107266676,1.5-2.0
home,Great.Britain,1.75,0.4464510846214018,4.479774087,1.5-2.0
home,Great.Britain,2.0,1.074876591846483,3.721357438,1.5-2.0
home,Great.Britain,2.0,2.7021523619039565,1.110226071,1.5-2.0
home,Great.Britain,2.0,1.480891586417818,2.025806634,1.5-2.0
home,Great.Britain,2.0,2.259148305422655,5.311736273,1.5-2.0
home,Great.Britain,2.0,2.4451259386260307,2.453861335,1.5-2.0
home,Great.Britain,1.875,0.8271268122226455,6.04502227,1.5-2.0
home,Great.Britain,1.875,1.250165224961544,3.19957708,1.5-2.0
home,Great.Britain,1.75,1.7067889558954952,1.757686555,1.5-2.0
home,Great.Britain,1.875,1.0202121507376112,4.900941433,1.5-2.0
home,Great.Britain,2.0,2.792702706367559,2.148456399,1.5-2.0
home,Great.Britain,1.875,1.6622318476804787,4.812806355,1.5-2.0
home,Great.Britain,1.75,2.189921205627658,1.369912302,1.5-2.0
home,Great.Britain,1.875,0.539280982856503,5.562962714,1.5-2.0
home,Great.Britain,1.875,2.89261626588196,3.802785779,1.5-2.0
home,Great.Britain,2.0,2.085329634054488,3.836323941,1.5-2.0
home,Great.Britain,2.0,2.125,8.0,1.5-2.0
home,Great.Britain,1.875,0.776547854408781,2.575501289,1.5-2.0
home,Great.Britain,1.875,1.7329317534717112,3.462340619,1.5-2.0
home,Great.Britain,1.875,0.8557215015283917,1.168604503,1.5-2.0
home,Great.Britain,1.875,1.4893366910945336,0.671439847,1.5-2.0
home,Great.Britain,1.875,0.8164776099629116,2.449546657,1.5-2.0
home,Great.Britain,2.0,2.125422675634202,0.470494651,1.5-2.0
home,Great.Britain,2.0,0.6666666666666666,3.0,1.5-2.0
home,Great.Britain,2.0,0.9020300190087943,3.325831665,1.5-2.0
home,Great.Britain,1.75,2.5190693808535896,5.557607943,1.5-2.0
home,Great.Britain,2.0,1.6771731224881776,3.577448219,1.5-2.0
home,Great.Britain,1.875,1.1203005765849483,2.677852768,1.5-2.0
home,Great.Britain,1.875,1.1848710283052037,1.687947424,1.5-2.0
home,Great.Britain,2.0,2.1859896717278104,2.287293515,1.5-2.0
home,Great.Britain,1.875,0.5929779066494818,1.686403471,1.5-2.0
home,Great.Britain,1.75,1.5428623103791035,6.481459773,1.5-2.0
home,Great.Britain,1.875,1.4836307141494105,4.718155221,1.5-2.0
home,Great.Britain,2.0,2.1946154444662613,2.278303478,1.5-2.0
home,Great.Britain,1.875,1.297064232663029,1.541943683,1.5-2.0
home,Great.Britain,1.875,1.5007916683554534,1.998944999,1.5-2.0
home,Great.Britain,1.875,0.0,0.692714543,1.5-2.0
home,Great.Britain,1.75,2.1921934838893544,4.105477033,1.5-2.0
home,Great.Britain,1.875,0.0,1.722987296,1.5-2.0
home,Great.Britain,1.875,1.1268722849903325,1.774824021,1.5-2.0
home,Great.Britain,1.875,3.565368535221127,2.243807315,1.5-2.0
home,Great.Britain,1.75,4.794416991165273,1.042879668,1.5-2.0
home,Great.Britain,1.75,2.0246524221889164,2.469559686,1.5-2.0
home,Great.Britain,1.75,1.4065393437137168,4.265788957,1.5-2.0
home,Great.Britain,1.75,0.5607711569280001,1.783258621,1.5-2.0
home,Great.Britain,1.875,2.055262891874489,2.432778804,1.5-2.0
home,Great.Britain,1.875,0.0,0.835605023,1.5-2.0
home,Great.Britain,2.0,3.7113520373636804,2.694435855,1.5-2.0
home,Great.Britain,1.75,0.0,0.116691018,1.5-2.0
home,Great.Britain,2.0,2.0528610020578144,4.871250411,1.5-2.0
home,Great.Britain,1.75,2.0650734206704646,3.389709988,1.5-2.0
home,Great.Britain,2.0,0.9145202336453973,2.186939038,1.5-2.0
home,Great.Britain,1.875,0.8007088774980391,2.497786719,1.5-2.0
home,Great.Britain,2.0,1.2523104634954247,4.791144189,1.5-2.0
home,Great.Britain,2.0,1.8621554770869102,2.14804835,1.5-2.0
home,Great.Britain,2.0,1.0157317653116409,2.95353567,1.5-2.0
home,Great.Britain,1.75,1.2615638864565428,1.585333903,1.5-2.0
home,Great.Britain,1.875,0.7588467499973282,3.953367396,1.5-2.0
home,Great.Britain,2.0,1.717357391983855,3.493739875,1.5-2.0
home,Great.Britain,1.875,0.0,0.12914446,1.5-2.0
home,Great.Britain,2.0,2.0872348652168298,2.874616604,1.5-2.0
home,Great.Britain,1.875,1.3655734439983036,5.858344738,1.5-2.0
home,Great.Britain,2.0,0.8514572211395116,3.523371375,1.5-2.0
home,Great.Britain,2.0,1.732452444821397,4.040514948,1.5-2.0
home,Great.Britain,1.75,0.7757858589728801,1.289015504,1.5-2.0
home,Great.Britain,2.0,1.7315558256331156,1.732545931,1.5-2.0
home,Great.Britain,1.875,0.7922716097476928,1.262193404,1.5-2.0
home,Great.Britain,1.875,1.206907115906976,0.828564176,1.5-2.0
home,Great.Britain,1.75,2.00293671221685,2.496334492,1.5-2.0
home,Great.Britain,1.75,1.6230895176803777,2.464435853,1.5-2.0
home,Great.Britain,1.75,1.3143412250116862,4.565024581,1.5-2.0
home,Great.Britain,1.875,0.9389332887072113,1.065038392,1.5-2.0
home,Great.Britain,2.0,3.767578333717953,1.32711242,1.5-2.0
home,Great.Britain,2.0,2.111696389821046,0.947105848,1.5-2.0
home,Great.Britain,1.875,1.1969901970823993,5.848001109,1.5-2.0
home,Great.Britain,2.0,1.9739210298129481,5.572664678,1.5-2.0
home,Great.Britain,1.75,0.967294229590313,3.101434815,1.5-2.0
home,Great.Britain,1.875,1.4631817309452606,2.733768414,1.5-2.0
home,Great.Britain,1.875,1.460996583030542,3.422321488,1.5-2.0
home,Great.Britain,1.875,1.3611339335935115,2.938726235,1.5-2.0
home,Great.Britain,2.0,1.4349213662780378,4.181413798,1.5-2.0
home,Great.Britain,1.75,2.075279525858645,1.927451194,1.5-2.0
home,Great.Britain,1.875,0.3333333333333333,3.0,1.5-2.0
home,Great.Britain,1.875,1.1384120356883605,5.270499443,1.5-2.0
home,Great.Britain,1.875,2.535159320860272,4.338977795,1.5-2.0
home,Great.Britain,1.875,2.1639641305749056,1.386344606,1.5-2.0
home,Great.Britain,1.875,1.5434649084478467,5.831036359,1.5-2.0
home,Great.Britain,1.875,1.8050599853061782,4.985983886,1.5-2.0
home,Great.Britain,1.875,3.158023422022536,4.433152681,1.5-2.0
home,Great.Britain,2.0,3.284176518748602,2.740412992,1.5-2.0
home,Great.Britain,1.75,2.322809274504111,3.013592238,1.5-2.0
home,Great.Britain,1.875,1.696735946810396,1.768100691,1.5-2.0
home,Great.Britain,1.875,2.756693306654717,2.902027578,1.5-2.0
home,Great.Britain,1.875,2.228613436368307,4.487094907,1.5-2.0
home,Great.Britain,2.0,2.5166649445891074,4.370863918,1.5-2.0
home,Great.Britain,2.0,1.0993095899623957,3.638647417,1.5-2.0
home,Great.Britain,1.875,2.2884253223366327,5.68076217,1.5-2.0
home,Great.Britain,2.0,1.1953778201508933,1.673111184,1.5-2.0
home,Great.Britain,1.75,3.8092345253704254,2.362679415,1.5-2.0
home,Great.Britain,1.875,1.887372720825099,3.179022317,1.5-2.0
home,Great.Britain,1.875,2.886425385373263,1.732246406,1.5-2.0
home,Great.Britain,1.875,4.867506521168849,0.205443998,1.5-2.0
home,Canada,2.0,2.88442380007719,1.733448462,1.5-2.0
home,Canada,2.0,0.6689717229091241,1.494831494,1.5-2.0
home,Canada,1.75,1.7094990690264662,0.584966683,1.5-2.0
home,Canada,1.75,2.03722682329589,1.963453433,1.5-2.0
home,Canada,2.0,1.0620456371843163,5.64947474,1.5-2.0
home,Canada,2.0,0.8435973684553737,2.37079924,1.5-2.0
home,Canada,1.75,1.1379961405369199,2.636212807,1.5-2.0
home,Canada,1.875,1.1713312689400606,2.56118835,1.5-2.0
home,Canada,2.0,1.6565884948858873,1.810950643,1.5-2.0
home,Canada,1.875,2.1474947079444844,6.053565558,1.5-2.0
home,Canada,2.0,1.3615740411035406,5.141108591,1.5-2.0
home,Canada,1.875,1.8888513435611158,0.529422288,1.5-2.0
home,Canada,1.875,1.1868248510582433,1.685168623,1.5-2.0
home,Canada,1.875,2.0191271266587703,0.495263516,1.5-2.0
home,Canada,1.75,0.8441890175280753,5.922844169,1.5-2.0
home,Canada,1.875,1.4500160473275958,2.75859016,1.5-2.0
home,Canada,2.0,0.8637437904903946,5.788753627,1.5-2.0
home,Canada,1.75,1.2767422479335933,6.265947581,1.5-2.0
home,Canada,1.75,0.0,0.472602988,1.5-2.0
home,Canada,1.75,1.9817692174534185,2.522998115,1.5-2.0
home,Canada,2.0,1.220559424937219,4.915778681,1.5-2.0
home,Canada,2.0,0.0,0.642630252,1.5-2.0
home,Canada,1.875,0.5109582249502159,1.957107159,1.5-2.0
home,Canada,2.0,0.0,0.239493282,1.5-2.0
home,Canada,2.0,1.2825098342347496,3.898605583,1.5-2.0
home,Canada,1.75,2.008661280755061,2.489220083,1.5-2.0
home,Canada,1.75,0.5151860709059579,3.882092535,1.5-2.0
home,Canada,1.875,4.063551309296143,1.23045081,1.5-2.0
home,Canada,2.0,1.7189318022849025,1.745269938,1.5-2.0
home,Canada,2.0,3.7741979707122577,1.059827818,1.5-2.0
home,Canada,1.75,2.6472260386765285,3.02203132,1.5-2.0
home,Canada,1.875,1.3814969598751135,5.790819837,1.5-2.0
home,Canada,2.0,1.0410343153132768,1.921166258,1.5-2.0
home,Canada,1.875,2.076779023063169,3.370604153,1.5-2.0
home,Canada,1.75,0.7177147379385497,1.393311224,1.5-2.0
home,Canada,2.0,1.6096819728211262,3.106203638,1.5-2.0
home,Canada,2.0,3.877316399772605,0.773731027,1.5-2.0
home,Canada,2.0,0.8784484069795812,1.138370782,1.5-2.0
home,Canada,1.75,1.13361281365701,2.646406219,1.5-2.0
