team,lineup,minutes,goals_for,goals_against,stints,net_goals,net_per_min,gf_per_min,ga_per_min
Argentina,"('Argentina_p1', 'Argentina_p4', 'Argentina_p7', 'Argentina_p8')",11.861334248,18,15,6,3,0.2529226423668016,1.5175358542008097,1.264613211834008
Argentina,"('Argentina_p1', 'Argentina_p4', 'Argentina_p8', 'Argentina_p9')",19.986355323,23,25,6,-2,-0.10006826996107838,1.1507851045524014,1.2508533745134798
Argentina,"('Argentina_p1', 'Argentina_p6', 'Argentina_p7', 'Argentina_p9')",27.406921024,27,38,8,-11,-0.40135847402805286,0.9851526180688571,1.38651109209691
Argentina,"('Argentina_p10', 'Argentina_p11', 'Argentina_p12', 'Argentina_p2')",28.864192597,28,44,9,-16,-0.5543200263174158,0.9700600460554778,1.5243800723728937
Argentina,"('Argentina_p10', 'Argentina_p11', 'Argentina_p12', 'Argentina_p3')",14.10867899,13,19,4,-6,-0.42527014784677586,0.9214186536680143,1.3466888015147902
Argentina,"('Argentina_p10', 'Argentina_p11', 'Argentina_p12', 'Argentina_p6')",23.007435083,18,32,10,-14,-0.6084989460795863,0.782355787816611,1.3908547338961974
Argentina,"('Argentina_p10', 'Argentina_p11', 'Argentina_p12', 'Argentina_p7')",18.857443406,22,29,7,-7,-0.37120620485451183,1.1666480723998944,1.5378542772544062
Argentina,"('Argentina_p10', 'Argentina_p11', 'Argentina_p12', 'Argentina_p8')",30.230110088,33,56,8,-23,-0.760830838294895,1.0916268549448493,1.852457693239744
Argentina,"('Argentina_p10', 'Argentina_p11', 'Argentina_p12', 'Argentina_p9')",28.297163129,45,35,9,10,0.35339231549157035,1.5902654197120665,1.2368731042204961
Argentina,"('Argentina_p10', 'Argentina_p11', 'Argentina_p2', 'Argentina_p3')",22.861839326000002,25,32,8,-7,-0.3061870875821936,1.0935253127935485,1.3997124003757422
Argentina,"('Argentina_p10', 'Argentina_p11', 'Argentina_p2', 'Argentina_p6')",12.300235339,16,23,4,-7,-0.5690948024226254,1.3007881198231437,1.8698829222457691
Argentina,"('Argentina_p10', 'Argentina_p11', 'Argentina_p2', 'Argentina_p7')",22.150216784999998,23,41,6,-18,-0.812633130172771,1.038364555220763,1.850997685393534
Argentina,"('Argentina_p10', 'Argentina_p11', 'Argentina_p2', 'Argentina_p9')",23.5731386,15,38,6,-23,-0.9756867929330377,0.6363174736519811,1.612004266585019
Argentina,"('Argentina_p10', 'Argentina_p11', 'Argentina_p3', 'Argentina_p6')",23.493004398,30,47,10,-17,-0.7236196661780406,1.27697588149066,2.0005955476687007
Argentina,"('Argentina_p10', 'Argentina_p11', 'Argentina_p3', 'Argentina_p7')",28.877307186000003,43,42,8,1,0.034629267665400934,1.4890585096122402,1.4544292419468394
Argentina,"('Argentina_p10', 'Argentina_p11', 'Argentina_p3', 'Argentina_p8')",22.279293935,25,23,8,2,0.08976945166372931,1.1221181457966165,1.0323486941328872
Argentina,"('Argentina_p10', 'Argentina_p11', 'Argentina_p3', 'Argentina_p9')",31.933056075,31,45,10,-14,-0.4384171676872615,0.9707808713075077,1.4091980389947691
Argentina,"('Argentina_p10', 'Argentina_p11', 'Argentina_p4', 'Argentina_p5')",18.849624103,20,33,7,-13,-0.6896689254366082,1.0610291160563203,1.7506980414929285
Argentina,"('Argentina_p10', 'Argentina_p11', 'Argentina_p6', 'Argentina_p7')",15.200709408,17,19,4,-2,-0.1315728066577878,1.1183688565911962,1.2499416632489841
Argentina,"('Argentina_p10', 'Argentina_p11', 'Argentina_p6', 'Argentina_p8')",14.292955715,21,26,7,-5,-0.34982267486861796,1.4692552344481955,1.8190779093168135
Argentina,"('Argentina_p10', 'Argentina_p11', 'Argentina_p6', 'Argentina_p9')",43.405797318,47,73,12,-26,-0.5989983275625266,1.0828046690553366,1.6818029966178631
Argentina,"('Argentina_p10', 'Argentina_p11', 'Argentina_p7', 'Argentina_p8')",19.843639555,22,25,7,-3,-0.15118194380043,1.1086675878698202,1.25984953167025
Argentina,"('Argentina_p10', 'Argentina_p11', 'Argentina_p7', 'Argentina_p9')",28.618689511,28,44,7,-16,-0.5590752153011819,0.9783816267770683,1.5374568420782502
Argentina,"('Argentina_p10', 'Argentina_p11', 'Argentina_p8', 'Argentina_p9')",24.12729463,23,48,7,-25,-1.036170875491149,0.9532772054518571,1.9894480809430062
Argentina,"('Argentina_p10', 'Argentina_p12', 'Argentina_p2', 'Argentina_p3')",13.432160126,19,16,7,3,0.22334456795173557,1.4145155970276586,1.191171029075923
Argentina,"('Argentina_p10', 'Argentina_p12', 'Argentina_p2', 'Argentina_p6')",29.166219868,31,47,10,-16,-0.548579832162431,1.06287342481471,1.6114532569771411
Argentina,"('Argentina_p10', 'Argentina_p12', 'Argentina_p2', 'Argentina_p7')",23.337310665,35,36,7,-1,-0.042849838799109974,1.499744357968849,1.542594196767959
Argentina,"('Argentina_p10', 'Argentina_p12', 'Argentina_p2', 'Argentina_p8')",8.862156792,5,9,4,-4,-0.45135739458038693,0.5641967432254836,1.0155541378058706
Argentina,"('Argentina_p10', 'Argentina_p12', 'Argentina_p2', 'Argentina_p9')",20.425325745,14,30,6,-16,-0.7833412401717367,0.6854235851502696,1.4687648253220063
Argentina,"('Argentina_p10', 'Argentina_p12', 'Argentina_p3', 'Argentina_p5')",19.68702454,13,32,5,-19,-0.9651026726459295,0.6603334075998465,1.625436080245776
Argentina,"('Argentina_p10', 'Argentina_p12', 'Argentina_p3', 'Argentina_p8')",27.495727891999998,40,40,9,0,0.0,1.4547714523912705,1.4547714523912705
Argentina,"('Argentina_p10', 'Argentina_p12', 'Argentina_p5', 'Argentina_p6')",9.835691209,8,20,4,-12,-1.2200464354777203,0.8133642903184802,2.0334107257962004
Argentina,"('Argentina_p10', 'Argentina_p12', 'Argentina_p5', 'Argentina_p7')",22.318745708,21,34,9,-13,-0.582470008399273,0.9409130904911334,1.5233830988904065
Argentina,"('Argentina_p10', 'Argentina_p12', 'Argentina_p5', 'Argentina_p9')",17.120053606,14,31,5,-17,-0.992987544971359,0.8177544487999426,1.8107419937713016
Argentina,"('Argentina_p10', 'Argentina_p12', 'Argentina_p6', 'Argentina_p8')",12.243979521,24,24,8,0,0.0,1.960147022366128,1.960147022366128
Argentina,"('Argentina_p10', 'Argentina_p12', 'Argentina_p7', 'Argentina_p8')",12.307286031,29,20,5,9,0.7312741393456283,2.3563277823359137,1.6250536429902853
Argentina,"('Argentina_p10', 'Argentina_p12', 'Argentina_p8', 'Argentina_p9')",20.768567999,34,34,10,0,0.0,1.6370892784537234,1.6370892784537234
Argentina,"('Argentina_p10', 'Argentina_p2', 'Argentina_p3', 'Argentina_p6')",28.20436114,30,52,8,-22,-0.7800212134143735,1.0636652910196,1.8436865044339736
Argentina,"('Argentina_p10', 'Argentina_p2', 'Argentina_p3', 'Argentina_p7')",17.515931073,24,23,6,1,0.05709088462567964,1.3701812310163113,1.3130903463906316
Argentina,"('Argentina_p10', 'Argentina_p2', 'Argentina_p3', 'Argentina_p8')",18.506961029,23,36,7,-13,-0.7024383949168795,1.2427756217760175,1.945214016692897
Argentina,"('Argentina_p10', 'Argentina_p2', 'Argentina_p3', 'Argentina_p9')",24.184099579,22,50,7,-28,-1.157785507313801,0.9096886128894152,2.067474120203216
Argentina,"('Argentina_p10', 'Argentina_p2', 'Argentina_p4', 'Argentina_p5')",14.841093072,8,23,5,-15,-1.010707225352545,0.5390438535213574,1.5497510788739026
Argentina,"('Argentina_p10', 'Argentina_p2', 'Argentina_p6', 'Argentina_p7')",15.015717986,19,16,5,3,0.19979064622797718,1.2653407594438555,1.0655501132158782
Argentina,"('Argentina_p10', 'Argentina_p2', 'Argentina_p6', 'Argentina_p8')",36.713439256,41,68,10,-27,-0.7354255157554449,1.1167572646656756,1.8521827804211206
Argentina,"('Argentina_p10', 'Argentina_p2', 'Argentina_p6', 'Argentina_p9')",10.301379776000001,18,11,6,7,0.6795206226944952,1.747338744071559,1.067818121377064
Argentina,"('Argentina_p10', 'Argentina_p2', 'Argentina_p7', 'Argentina_p8')",21.353493794000002,34,38,5,-4,-0.18732297574291742,1.592245293814798,1.7795682695577155
Argentina,"('Argentina_p10', 'Argentina_p2', 'Argentina_p7', 'Argentina_p9')",16.829337515,26,15,8,11,0.653620499927326,1.5449211816464068,0.8913006817190808
Argentina,"('Argentina_p10', 'Argentina_p2', 'Argentina_p8', 'Argentina_p9')",21.885174665,23,36,7,-13,-0.5940094241418292,1.0509397504047746,1.6449491745466038
Argentina,"('Argentina_p10', 'Argentina_p3', 'Argentina_p5', 'Argentina_p6')",20.597046052,24,28,7,-4,-0.1942026050678075,1.165215630406845,1.3594182354746527
Argentina,"('Argentina_p10', 'Argentina_p3', 'Argentina_p5', 'Argentina_p7')",8.664982755,9,12,5,-3,-0.3462211160511421,1.0386633481534262,1.3848844642045683
Argentina,"('Argentina_p10', 'Argentina_p3', 'Argentina_p5', 'Argentina_p9')",27.327543917,18,56,10,-38,-1.390538429483992,0.6586760981766278,2.0492145276606197
Argentina,"('Argentina_p10', 'Argentina_p3', 'Argentina_p6', 'Argentina_p8')",20.089600574000002,27,34,8,-7,-0.34843898335437357,1.3439789357954408,1.6924179191498143
Argentina,"('Argentina_p10', 'Argentina_p3', 'Argentina_p7', 'Argentina_p8')",8.485666223,11,21,5,-10,-1.1784578531848764,1.2963036385033642,2.4747614916882403
Argentina,"('Argentina_p10', 'Argentina_p3', 'Argentina_p8', 'Argentina_p9')",20.800749265,31,28,6,3,0.14422557388583568,1.4903309301536354,1.3461053562677998
Argentina,"('Argentina_p10', 'Argentina_p4', 'Argentina_p5', 'Argentina_p8')",11.035930594,6,14,5,-8,-0.7249048851711182,0.5436786638783386,1.2685835490494568
Argentina,"('Argentina_p10', 'Argentina_p5', 'Argentina_p6', 'Argentina_p7')",25.772117885,38,48,9,-10,-0.38801622919085915,1.4744616709252647,1.8624779001161238
Argentina,"('Argentina_p10', 'Argentina_p5', 'Argentina_p6', 'Argentina_p9')",34.507481118,37,64,9,-27,-0.7824390284434901,1.0722312612003382,1.8546702896438283
Argentina,"('Argentina_p10', 'Argentina_p5', 'Argentina_p7', 'Argentina_p9')",15.487119811,15,23,5,-8,-0.5165582818257698,0.9685467784233183,1.485105060249088
Argentina,"('Argentina_p10', 'Argentina_p6', 'Argentina_p7', 'Argentina_p8')",12.816746961,21,19,6,2,0.15604583644241302,1.6384812826453365,1.4824354462029237
Argentina,"('Argentina_p10', 'Argentina_p6', 'Argentina_p8', 'Argentina_p9')",10.774316691,10,27,4,-17,-1.577826277762973,0.9281331045664547,2.5059593823294275
Argentina,"('Argentina_p10', 'Argentina_p7', 'Argentina_p8', 'Argentina_p9')",16.057128282,15,10,6,5,0.31138818300436616,0.9341645490130985,0.6227763660087323
Argentina,"('Argentina_p11', 'Argentina_p12', 'Argentina_p2', 'Argentina_p4')",24.833640095,24,49,7,-25,-1.0066989738259715,0.9664310148729326,1.973129988698904
Argentina,"('Argentina_p11', 'Argentina_p12', 'Argentina_p3', 'Argentina_p6')",25.907765786,23,40,12,-17,-0.6561739109586375,0.8877647030616861,1.5439386140203237
Argentina,"('Argentina_p11', 'Argentina_p12', 'Argentina_p3', 'Argentina_p7')",40.647726494,42,88,14,-46,-1.1316746093238461,1.0332681215565553,2.1649427308804015
Argentina,"('Argentina_p11', 'Argentina_p12', 'Argentina_p3', 'Argentina_p9')",11.050250466000001,12,14,3,-2,-0.18099137265292822,1.0859482359175694,1.2669396085704976
Argentina,"('Argentina_p11', 'Argentina_p12', 'Argentina_p4', 'Argentina_p8')",21.905445513,22,30,10,-8,-0.36520599388185565,1.004316483175103,1.3695224770569587
Argentina,"('Argentina_p11', 'Argentina_p12', 'Argentina_p6', 'Argentina_p7')",36.755181211,27,51,14,-24,-0.6529691654143536,0.7345903110911478,1.3875594765055013
Argentina,"('Argentina_p11', 'Argentina_p12', 'Argentina_p6', 'Argentina_p9')",40.73983177,37,82,15,-45,-1.104570098719384,0.9082020811692713,2.0127721798886555
Argentina,"('Argentina_p11', 'Argentina_p12', 'Argentina_p7', 'Argentina_p9')",12.874770065,9,25,5,-16,-1.242740640743241,0.6990416104180731,1.9417822511613143
Argentina,"('Argentina_p11', 'Argentina_p2', 'Argentina_p3', 'Argentina_p4')",15.693450546,15,27,6,-12,-0.7646501937114525,0.9558127421393157,1.7204629358507681
Argentina,"('Argentina_p11', 'Argentina_p2', 'Argentina_p4', 'Argentina_p6')",16.552413335,14,34,5,-20,-1.208283021649181,0.8457981151544268,2.054081136803608
Argentina,"('Argentina_p11', 'Argentina_p2', 'Argentina_p4', 'Argentina_p7')",9.423898486999999,11,23,5,-12,-1.2733583682542484,1.1672451708997278,2.4406035391539764
Argentina,"('Argentina_p11', 'Argentina_p2', 'Argentina_p4', 'Argentina_p9')",12.970413461,9,29,6,-20,-1.5419708909154566,0.6938869009119555,2.235857791827412
Argentina,"('Argentina_p11', 'Argentina_p3', 'Argentina_p4', 'Argentina_p8')",19.901845174,18,32,7,-14,-0.7034523622106035,0.9044387514136331,1.6078911136242364
Argentina,"('Argentina_p11', 'Argentina_p3', 'Argentina_p6', 'Argentina_p7')",25.229382286,30,51,9,-21,-0.8323628284650108,1.1890897549500155,2.021452583415026
Argentina,"('Argentina_p11', 'Argentina_p3', 'Argentina_p6', 'Argentina_p9')",12.661259017,18,19,4,-1,-0.07898108700385337,1.4216595660693605,1.500640653073214
Argentina,"('Argentina_p11', 'Argentina_p3', 'Argentina_p7', 'Argentina_p9')",12.888271578000001,20,26,3,-6,-0.46553953830720557,1.5517984610240185,2.017337999331224
Argentina,"('Argentina_p11', 'Argentina_p4', 'Argentina_p6', 'Argentina_p8')",32.971440598,41,48,11,-7,-0.21230494855674004,1.2435004129751916,1.4558053615319317
Argentina,"('Argentina_p11', 'Argentina_p4', 'Argentina_p7', 'Argentina_p8')",20.048216458,18,31,8,-13,-0.6484367338727783,0.8978354776700008,1.5462722115427792
Argentina,"('Argentina_p11', 'Argentina_p4', 'Argentina_p8', 'Argentina_p9')",24.046580157999998,34,35,8,-1,-0.04158595498525858,1.4139224694987917,1.4555084244840502
Argentina,"('Argentina_p11', 'Argentina_p6', 'Argentina_p7', 'Argentina_p9')",38.287778859,43,73,12,-30,-0.7835398368361642,1.1230737661318355,1.9066136029679999
Argentina,"('Argentina_p12', 'Argentina_p2', 'Argentina_p3', 'Argentina_p6')",29.040098234000002,30,44,9,-14,-0.4820920331326176,1.0330543567127521,1.5151463898453696
Argentina,"('Argentina_p12', 'Argentina_p2', 'Argentina_p3', 'Argentina_p7')",14.215787189,20,27,7,-7,-0.4924102975751152,1.406886564500329,1.8992968620754442
Argentina,"('Argentina_p12', 'Argentina_p2', 'Argentina_p3', 'Argentina_p9')",16.122438002000003,20,33,4,-13,-0.806329662944732,1.2405071737611262,2.0468368367058583
Argentina,"('Argentina_p12', 'Argentina_p2', 'Argentina_p4', 'Argentina_p8')",8.919906233,17,17,6,0,0.0,1.9058496306953274,1.9058496306953274
Argentina,"('Argentina_p12', 'Argentina_p2', 'Argentina_p6', 'Argentina_p7')",19.208954708,11,32,6,-21,-1.0932401226004285,0.572649588028796,1.6658897106292245
Argentina,"('Argentina_p12', 'Argentina_p2', 'Argentina_p6', 'Argentina_p9')",34.106930711,38,62,11,-24,-0.7036692982831093,1.1141430556149232,1.8178123538980324
Argentina,"('Argentina_p12', 'Argentina_p2', 'Argentina_p7', 'Argentina_p9')",27.459651716,32,40,10,-8,-0.2913365428935362,1.1653461715741449,1.4566827144676813
Argentina,"('Argentina_p12', 'Argentina_p3', 'Argentina_p4', 'Argentina_p5')",4.9501308680000005,10,3,3,7,1.414104028087687,2.020148611553839,0.6060445834661516
Argentina,"('Argentina_p12', 'Argentina_p3', 'Argentina_p6', 'Argentina_p7')",22.909207332,25,46,7,-21,-0.9166620082339914,1.0912642955166563,2.0079263037506476
Argentina,"('Argentina_p12', 'Argentina_p3', 'Argentina_p6', 'Argentina_p8')",18.704762558,18,28,7,-10,-0.5346231992516267,0.962321758652928,1.4969449579045548
Argentina,"('Argentina_p12', 'Argentina_p3', 'Argentina_p6', 'Argentina_p9')",26.325480017,19,48,8,-29,-1.101594348185594,0.7217342281215962,1.8233285763071903
Argentina,"('Argentina_p12', 'Argentina_p3', 'Argentina_p7', 'Argentina_p8')",10.411966184,19,22,3,-3,-0.2881300176147403,1.824823444893355,2.112953462508095
Argentina,"('Argentina_p12', 'Argentina_p3', 'Argentina_p7', 'Argentina_p9')",19.433875653999998,21,36,7,-15,-0.7718481000423921,1.080587340059349,1.8524354401017413
Argentina,"('Argentina_p12', 'Argentina_p3', 'Argentina_p8', 'Argentina_p9')",35.52216172,44,59,14,-15,-0.42227159817119375,1.2386633546355017,1.6609349528066955
Argentina,"('Argentina_p12', 'Argentina_p4', 'Argentina_p5', 'Argentina_p6')",24.63756061,27,38,9,-11,-0.4464727727766714,1.0958877149972843,1.5423604877739556
Argentina,"('Argentina_p12', 'Argentina_p4', 'Argentina_p5', 'Argentina_p7')",16.565525464,14,29,7,-15,-0.9054949710226711,0.8451286396211597,1.7506236106438307
Argentina,"('Argentina_p12', 'Argentina_p4', 'Argentina_p5', 'Argentina_p9')",29.144935403999998,30,57,12,-27,-0.9264045236584872,1.0293383596205414,1.9557428832790287
Argentina,"('Argentina_p12', 'Argentina_p6', 'Argentina_p7', 'Argentina_p8')",36.016943994,44,71,13,-27,-0.7496471661920534,1.2216472337944575,1.971294399986511
Argentina,"('Argentina_p12', 'Argentina_p6', 'Argentina_p7', 'Argentina_p9')",8.05167547,6,15,4,-9,-1.1177797755924708,0.7451865170616471,1.8629662926541177
Argentina,"('Argentina_p12', 'Argentina_p6', 'Argentina_p8', 'Argentina_p9')",8.511635693,8,11,5,-3,-0.35245869398137075,0.9398898506169887,1.2923485445983596
Argentina,"('Argentina_p12', 'Argentina_p7', 'Argentina_p8', 'Argentina_p9')",19.695323747,24,32,9,-8,-0.40618778867336786,1.2185633660201036,1.6247511546934714
Argentina,"('Argentina_p2', 'Argentina_p3', 'Argentina_p4', 'Argentina_p8')",22.438565045,31,37,5,-6,-0.2673967781793152,1.3815500205931284,1.6489467987724435
Argentina,"('Argentina_p2', 'Argentina_p3', 'Argentina_p6', 'Argentina_p7')",12.479474486,8,24,6,-16,-1.2821052695728072,0.6410526347864036,1.9231579043592106
Argentina,"('Argentina_p2', 'Argentina_p3', 'Argentina_p6', 'Argentina_p9')",18.191413546,17,36,7,-19,-1.0444487973381154,0.9345068186709453,1.9789556160090607
Argentina,"('Argentina_p2', 'Argentina_p3', 'Argentina_p7', 'Argentina_p9')",14.398596291,16,25,6,-9,-0.6250609308093142,1.111219432549892,1.7362803633592063
Argentina,"('Argentina_p2', 'Argentina_p4', 'Argentina_p6', 'Argentina_p8')",20.477392694,31,43,7,-12,-0.5860121051209841,1.5138646048958757,2.09987671001686
Argentina,"('Argentina_p2', 'Argentina_p4', 'Argentina_p7', 'Argentina_p8')",40.673627566,55,72,12,-17,-0.4179612446028955,1.3522275560681913,1.7701888006710869
Argentina,"('Argentina_p2', 'Argentina_p4', 'Argentina_p8', 'Argentina_p9')",16.435077845,18,35,6,-17,-1.0343729527981436,1.0952184206097992,2.129591373407943
Argentina,"('Argentina_p2', 'Argentina_p6', 'Argentina_p7', 'Argentina_p9')",17.729053399999998,24,28,5,-4,-0.22561836268145036,1.353710176088702,1.5793285387701526
Argentina,"('Argentina_p3', 'Argentina_p4', 'Argentina_p5', 'Argentina_p7')",31.845495659,38,54,11,-16,-0.5024258429301026,1.1932613769589937,1.6956872198890964
